sentence,Response
"even though i have these terrifying thoughts of killing myself or someone else, i know i won't ever really do it.",Distorted
"i get sad, angry, and don't know what to do at all.",Distorted
"the worst part was my hand would shake so much sometimes, that if i was holding a cup, liquid would spill out of it.",Distorted
i find it hard to do anything because my mind is consumed with the fear of losing a limb.,Distorted
"now i'm having thoughts about eating disorders, calories, all my problem areas, etc.",Distorted
i work from home and it's difficult because i am also watching the kids.,Non-distorted
my self-confidence lowered in time and now i feel like empty shell and completely worthless as human.,Distorted
"i also noticed a change in my thinking patterns as my brain is never calm, i'm always imagining conversations with friends and family in my head or singing a song and obsessing over schizophrenia to the point i was making myself have paranoid schizophrenic thoughts, which could have possibly been my real thoughts.",Distorted
we broke up because i couldn't take it anymore.,Distorted
"i think that me acting this way towards my father mainly has to do with the fact that my mother and father have serious marital problems, and me and my mother constantly talk about them and as time went on i started to get irritated by him because i'm on her side.",Distorted
i am now completely devastated and i just don't know what to do.,Distorted
"technically he's been medicated for 10 years, never off antipsychotics, but his delusions are always a problem.",Distorted
i felt like a total loser why would i ever do that?? i asked myself.,Distorted
i also don't like to hang out with a lot of people because i feel so weak when i'm around with a lot of people.,Distorted
"he treated me as if i had no opinions or will, i remember he used to tell me ""don't ask, you are only here to obey!"".",Distorted
"the only medications i am taking for mental health are zoloft for depression, anxiety, and occasional panic (i was placed on the medication before the psychosis).",Distorted
"she's trying to keep me from going where she did, telling me that mom only said stuff out of anger and she didn't mean it.",Distorted
i am a 49 year old female in a relationship with a very jealous and controlling man.,Distorted
he approached me today and stated he thinks he is depressed.,Distorted
i always had anxiety as a child but was able to mask it as i thought people would think there was something wrong with me.,Distorted
"in many ways, although my childhood was scary and violent, i wish i could be twelve again – maybe that way i wouldn't have to face reality of aging and death.",Distorted
"i, completely shocked, confronted my boyfriend about it and he cried and said he hadn't told anyone about it and didn't know what to do.",Distorted
"before, i had suicidal thoughts and ideations, but only thought seriously about them on occasion, whereas now, it seems to be the only way to end everything.",Distorted
my lose skin can probably only be corrected with surgery which i will never be able to afford.,Distorted
i am a young woman suffering from treatment-resistant atypical anxious depression.,Distorted
i didn't do it because i can't bear hearing the both of them tell me how much they hate each other.,Distorted
"it was a week earlier when i had a fight with my father i wanted to kill him, i even took the knife off the shelf but thought i would be in trouble, because i had learnt never to kill a person we know, because we will get under prime suspect.",Distorted
i feel like i have to fight my brain to stop overthinking.,Distorted
"i haven't had a particularly rough time in the past, i have had perhaps one ex that maybe cheated on me but i was never sure.",Distorted
"i have a bad problem controling my impulses, and im quite reckless, not in a way of hurting myself but, doing things without thinking about the consequences.",Distorted
i have worst case of white coat hypertension.,Distorted
ever since then her family has just disliked me because they feel i'm not good enough for her or will ruin her life.,Distorted
only problem i have is my mother.,Distorted
of course i am completely frightened.,Distorted
i never had a job cause i'm terrified of working.,Distorted
"i wanted a place that i didn't have to fear of having to start over again, ever and yet here i am.",Distorted
"i use to joke about my husband being ""paranoid"" and always ""assuming"" the worst.",Distorted
i am worried no one will take me seriously.,Distorted
and than i get mad because i don't want to eat but he doesn't want to stop talking and i yell at him to stop and sometimes i start hitting myself because i'm mad at myself.,Distorted
i feel i have been in the hellish grip of a major depression.,Distorted
"i'm so worried that i'm going insane or that i'm becoming psychotic because i am seeing, talking, and feeling a person who is not there.",Distorted
"i'm always making lists! whenever i try to ""have fun"" i feel so guilty as though i should be studying.",Distorted
"i am depressed 40% of my day if it is a good one, a bad one is increasingly worse.",Distorted
the problem is i have never learned to establish boundaries.,Distorted
"sometimes in social situations i panic or am just not ready to socialize, i kinda have to gear up for it.",Distorted
i knew he had a rough childhood and felt worthless at times and i didn't make matters better by constantly nagging that i'm the woman not him and its not fair that i have to pay my own way with no help for years.,Distorted
"he has only been taking them for a few days but he thinks that the depression may have started around 3 months ago, which is when i also noticed a change in him.",Distorted
"also, i'm genuinely overweight so afraid to discuss this with my psychiatrist in case he thinks i'm making it up.",Distorted
we as a family have just adapted to tip-toeing around her when she's having a mood but has never addressed it properly by she will not talk about it and will stop speaking to you until you drop it.,Distorted
"i look at the world around me, and feel as though i will never be happy, because of the hate i am filled with.",Distorted
the ex has no concern over my feelings because i have confronted her multiple times about it.,Distorted
i'm 18 and have never had a romantic experience of any sort and never came close to having such an experience either.,Distorted
"i am so desperate to figure out why i'm always irritable, angry, annoyed, and short tempered.",Distorted
"i try to find ways to fight, even the littlest of things i can make an argument, i don't want to but i can never control myself.",Distorted
what should i do? if my parents knew how much i am struggling they will put me in inpatient and that means no more college and i will lose my scholarship.,Distorted
"i was bullied by the trainers, and made to feel worthless.",Distorted
i feel like i cut myself off from other people because of my fear of rejection and my anxiety.,Distorted
most obsessional thoughts involve the murder of my family and myself by a faceless man who is completely black.,Distorted
currently i feel like i've become a more depressed and anxious person all over again and now with strong feelings of angry.,Distorted
"but, before, we only knew that she was sick but not the reason.",Distorted
"although, this has not been diagnosed, because my other problem is that it's extremely difficult for me to talk about my issues with anyone.",Distorted
"he always tells me i should leave him i am not happy anymore, when that is not the case.",Distorted
the same set of dirty dishes have been in the sink for weeks just simply because i cannot find the will to complete them.,Distorted
when my ex had asked me if i went to the bar and stuff i forgot to mention that because i was so hysterical because he was very mad.,Distorted
"even though he would never admit that he slept with her, and he was completely angry at me for reading his emails, which he left open on my computer at my home.",Distorted
"i realized i have feelings for him, but i can't get up the nerve to say anything, to anyone, especially not him! i have no self confidence, and i am teased a lot for being a ""boy"" i am a female, but i hate dresses, skirts, and all girls clothing.",Distorted
but i'm always bombarded with stress anger and negativity.,Distorted
"it's to the point where i feel jealous every time he talks to, or about his son and baby mama.",Distorted
"i don't know what is going on in my head, i feel nothing but anxiousness, i have no different moods or emotions and my mind is busy and empty at the same time.",Distorted
it hurt me deeply because i thought the apology was sincere and now i feel my feelings are disregarded and i can't go back and talk to him about that.,Distorted
"sometimes when i post to an online forum but don't get replies, i feel like i am a big annoyance and bother.",Distorted
"my mother has never recovered, she has severe mood swings, i think she may be bipolar.",Distorted
my grandmother recently died and i felt nothing.,Distorted
i face anxiety and get to where i am afraid of failing and seeing what the outcome will be no matter what.,Distorted
i'm seeing a therapist soon because my mother thinks i have anxiety and depression (and i agree) but i think i may have something more.,Distorted
"what is happening to me now is that i can't work because i have a weird feeling all the time that i am not comfortable with myself, my mind is always busy with something that i don't know.",Distorted
he knows exactly what i am thinking without me saying anything and even when we text he knows when i am upset or distracted.,Distorted
"i never knew what i wanted to do with my life, i still don't, and i am not interested in anything.",Distorted
"lately, i have the urge to murder others that have done nothing to me (like my family) and people i randomly see (strangers on the street).",Distorted
she's also been sick since before we met with adrenal fatigue and a gluten intolerance that only recently we figured out.,Distorted
she seems to always find an excuse to be near me and i don't have a problem with it.,Distorted
it was shocking cause he's such a religious man i never thought it could happen.,Distorted
"i can't sleep with my door shut at night because i'm terrified someone or something is in my room, in my closet or hiding under my bed.",Distorted
i have weird thoughts all the time now and i get irritated rather quickly.,Distorted
"the trouble is, i still have days, even weeks where i can't focus, i feel completely out of control and totally ineffectual.",Distorted
it's gotten to where i hardly sleep in the same room with him because i hate the way i feel.,Distorted
i have been told i can't leave my house because i will be abandoning my children and the courts will not award any custody to me if i do.,Distorted
"as a result, i feel as if i can never fully relax.",Distorted
it's embarrassing at times to have to keep explaining you are fine and say it's just a bad habit.,Distorted
we would fight and argue and never resolve.,Distorted
i don't know what's wrong with me or what i should do.,Distorted
"anyways i hate my family i hate my ""friends"" i try to keep myself busy by being active constantly but the only thing that takes my mind off of how much i hate life is drugs.",Distorted
i often panic when i'm sad because my birth mom is not with me.,Distorted
sometimes his behaviour is completely normal and other times it's frightening.,Distorted
"i feel extremely lonely and depressed because i have no friends, and at the age of 29, never had a girlfriend or even went out on a date.",Distorted
i almost fainted one day because i thought a man was gonna kill me.,Distorted
i can't get a diagnosis as my mum won't take me and i can't go alone but because i can't tell people why i am the way i am i feel depressed and anxious.,Distorted
my friend died earlier 2011 of suicide; only a few months into the year as a matter of fact.,Distorted
i read the same paragraphs over and over again because i am certain that i must have missed something and if i don't read it two more times i will fail my exam.,Distorted
"i pretend that they're with me, no matter what i do.",Distorted
i know that death comes and it has to come but i hate thinking about my family dying.,Distorted
i told my therapist i need a break from therapy because i'm not getting better.,Distorted
what should i do? i have so much resentment now because i don't see how he could keep betraying me.,Distorted
"i've been having extreme mood swings ranging from wanting to scream at people and curse at anything, to not having a care in the world, to not wanting to do anything all day (not eat or bathe or move) to the next day feeling full of energy and needing to do something.",Distorted
"i don't even have to know the people i kill in my mind, sometimes they are complete strangers but i still feel a specific rage towards them that compels me to think of their gruesome end.",Distorted
i'm so far behind in my school work and i think about killing myself all the time.,Distorted
"he's never seriously hurt us and he's been medicated for years, but i'm still scared of him.",Distorted
i'm unhappy and i hate that because i don't have anything to be unhappy about.,Distorted
"i'm afraid this occurrence will always be a stain on my relationship resume with him, and that he will only see his pain of feeling betrayed and cheated on, when that was not my intention.",Distorted
"i've been feeling this way for about 9 months, but the lack of motivation and the feeling of being worthless just get worse and worse.",Distorted
"the last reason he called me horrible, horrible names was because i didn't respond to him quickly enough through text messages.",Distorted
i always feeling insecure and i'm not confident.,Distorted
"but after we broke up and me getting clean of off the heroin, i started getting back into reality and my past slapped me through my face harder then ever, i went through a rough time when i was 13, things happened and i got pregnant then my mom made me have an abortion.",Distorted
i have encountered a problem which i cannot share with anyone close to me because i am afraid they will judge me.,Distorted
"she replied in a sad tone (voice message) saying her heart is beating fast, shes anxious, shaking and nervous, there is going to be too much people, she doesn't know anyone (although its only me, my sister and cousin).",Distorted
"from what i have learned, most problems having to do with the inability to orgasm have to do either with a lack of confidence, knowledge of your body and what you like, or even an unconcerned partner, however i do not have any of these.",Distorted
i can't talk to my partner about things my mum has said as he gets upset that they hurt me and starts hating her and that hurts me because i love my mum so much.,Distorted
"it would be that if i stumbled on a word, tripped over something or made another teeny little mistake that day would be ruined & i would have to start ""being perfect"" the next day.",Distorted
"i now realize from my past that in situations were i was supposed to feel embarrassed such as when i was bullied or ridiculed, i only felt anger.",Distorted
i think that she wants to be alone so no one else gets hurt by her behavior and there will be much less to fight for.,Distorted
"i can't sleep lately, and its because i've been stressing out over which mental tip to use, basically what happened is i couldn't sleep due to fear that i wasn't going to be able to sleep, so i looked up mental tips on how to go to sleep.",Distorted
"i never have truly ""wanted"" anything ever.",Distorted
i sometimes feel that my dad will go bankrupt because of me.,Distorted
"i don't know if it's because of my father going to jail since i was young that caused it, but i always feel ashamed after crying in front on anyone and i hide all of my emotions except those positive ones.",Distorted
i had panick attacks and couldn't study at all in my last year in high school.,Distorted
"i want to be able to talk to him, acknowledge how a part of me knows the rage is wrong and help him understand the mechanics of bpd but i cannot make him talk to me so he is never going to understand and i am doomed forever to the abandonment i feel.",Distorted
i have never been diagnosed with anything but i've dealt with depression for a long period of time including self injury and thought/attempts of suicide.,Distorted
i just feel ugly and worthless.,Distorted
"now his other wife has cancer, he is no longer the same and the only time i see him, he ignores me and i have learned to ignore him as well.",Distorted
"i keep wanting to kill random people, doesn't have to be out of anger, but even self defense.",Distorted
he's always criticizing and belittling me.,Distorted
"i know i'm insane, nothing will change the psychopathy in my deranged soul.",Distorted
"he does have a bad temper and sometimes throws things during fights and other things of that nature, but i just always thought he had a temper and that was just that.",Distorted
"because of this, trying to sleep is a problem as i can't stop thinking of the fear, i can't close my eyes for more than 5 seconds and if i want to sleep i have to have a video on and sometimes my lamp on though sometimes it is impossible to shut my mind off.",Distorted
"it's only recently that things have changed, i live in quite a poor family, yet i have the basics of a teenager, a laptop and phone etc.",Distorted
"i had to quit my job because i can't be around people anymore, i feel weird and awkward and never have one thing to say.",Distorted
"i think about my past, and the actions i have done, and i nearly go into a panic attack about how much people must hate me.",Distorted
"he doesn't take anything i say seriously, he verbally attacks me all the time, imp pathetic, a train wreck, a waste of his two years… so he says when he is mad.",Distorted
"i'm incredibly angry all the time, sometimes i don't even know why.",Distorted
i don't have much memories of my childhood and if try to remember i begin to have a terrible migraine so i avoid them.,Distorted
"i have to kill someone or i get hot flashes, twitchy, nervous, and anxious.",Distorted
how did i let things get to such a bad outcome? i don't know.,Distorted
"i have realized how i'm trying to distance myself from him because i am just so angry at this situation he has put me in,i feel he deceived me.",Distorted
i try to be there for her but i feel horrible letting the abuse happen.,Distorted
"she is the only person i have to communicate with besides my boyfriend and dont want to loss her, but he gets so angry when she is brought up.",Distorted
completely alone with no one around me.,Distorted
i have an addictive personality it sends me into panic mode thinking of not smoking ever again in my life .,Distorted
whatever fear i still had was replaced by the terrible embarrassment of having my daughters see me in such a helpless heap.,Distorted
"this is really frustrating me, i can't get the help i need and i'm just getting pushed into a life which i'm not ready for yet, i feel completely useless and pathetic.",Distorted
but i cannot make him talk to me so he is never going to understand and i am doomed forever to the abandonment i feel.,Distorted
i get very violent thoughts during these episodes but i never act on them at all.,Distorted
"she has cut off relationships at the drop of a hat, never to speak to people again.",Distorted
"i have never been prone to depression, but i just felt so much shame and self-loathing that i haven't been able to bounce back.",Distorted
i'm tired all the time.,Non-distorted
without any means of getting any info about him and analysing the situ i thought he couldn't have been mia for 36 straight hours hadn't it been something crucial and i was panicking and sent a fb message to his sis only to learn he had been sleeping since he landed.,Distorted
"yet i know myself that i will never give in, i am afraid of pain.",Distorted
"she has made comments in the past that she would ""stab me"" and she would ""get off"" if she were to kill me (because i cheated).",Distorted
i've tried every depression medication was on medication to help me sleep (which is another issue) and for my anxiety and nothing has seemed to work for me.,Distorted
i am 38 years old and i have never had a boyfriend and i am so ashamed of my body that i have turned to food to destroy my body so that no one would be interested in me.,Distorted
i feel pathetic because i'm also jealous of my 19-year-old cousin and 14-year-old brother.,Distorted
my fiancé and me are now facing problems because of my changed feelings.,Distorted
i have a terrible dread of my mom's death.,Distorted
i don't relate to people with ocd because my obsessions/compulsions are so different to the majority of ocd sufferers.,Distorted
"i consider myself to be a worthless, evil man, and i often feel down in the dumps (aside from the occasional elevated states, which i'd say are much like manic episodes, only shorter and lighter).",Distorted
"i have learned to simply just accept this, as life for me will never get better, and all attempts to possibly change that belief are futile.",Distorted
"my husband has always told me that he wants the same and he feels the same towards me, but i can't stop questioning him about it.",Distorted
after the surgery (he is now cancer-free!) he has been making suicidal statements (which he has never done before to the best of my knowledge) and his past uncontrollable anger has resurfaced 10-fold.,Distorted
"i'm in tears all the time, get little sleep, have anxiety that is worsening and am recovering from three surgery's in the last 6 months.",Distorted
last night when we were at his mum's house he told her everything about him feeling angry at the slightest thing and he started crying cause i'm the only one he's ever told about these feelings.,Distorted
"in summer of 2013 my father was diagnosed with terminal liver cancer and within only a month, he withered away into nothing and was gone.",Distorted
what else should i try? i am a 21-year-old college student and have been depressed for most (if not all of) my life.,Distorted
"i am taking prescription meds for the headache, depression, and anxiety, but it doesn't always work.",Distorted
"my problem is, my father never acknowledged his behaviour, and for some reason i feel a need for him to apologize.",Distorted
it seems like i can never win with my family no matter what i do.,Distorted
i tried to avoid contact with people because i was afraid that when they realized my age they would give me a look and i would feel extremely embarrassed.,Distorted
i now feel ugly and worthless.,Distorted
"i'm not trying to get a diagnosis but just some advices on how to talk to my parents (that know absolutely nothing about it, they just think i'm someone very nervous) even if i know that it would tear them apart to know that i self-harmed and how bad i feel.",Distorted
"i've been raped, abused, etc… my mother was an alcoholic my entire childhood and she was never there.",Distorted
he started to blame me for things i didn't do and got mad if i didn't confess to his assumptions.,Distorted
i just want to sit on my bed and cry over nothing sometimes.,Distorted
"if i see the slightest thing off about my interaction with them, i panic and assume the worst.",Distorted
i thought he had an issue even before he told me that his ex-girlfriend thought he had an anger issue and should see a therapist (which he did).,Distorted
"my thinking is completely distorted during these episodes, and as soon as i come out of it (usually within a few hours), i'm embarrassed by my actions and think clearly again.",Distorted
"replaying the memories in my head doesn't upset me, i feel nothing at all.",Distorted
"i don't know why, but people ignore me all the time.",Distorted
"today i thought to myself i hate everything, but jokes on them i hate myself more.",Distorted
i have a problem with my wife (age 30) and i have reached a point where i do not know how i should deal with her.,Distorted
i constantly have 2 different thoughts and i argue with myself all the time in my head.,Distorted
"whatever, anything so that i don't have to suffer anymore.",Distorted
"my wife feels very stressed whenever i try to talk to her about it (her distress has been kept latent too long, because my mother – a midwife thought it was ocd).",Distorted
"i don't know what to do because i love him, but i just keep having such bad thoughts about him.",Distorted
"she thinks i should see a therapist, but it really scares me and makes me uncomfortable to be honest.",Distorted
"i feel completely lost in life, i don't know what i want.",Distorted
"also because i love him, but now i'm so lost and confused i'm tired of being hurt! why should i be punished with heart break because hes still not ready to commit.",Distorted
i have been married before at 19 for only 3 months and i thought i was over it and didnt care.,Distorted
at present i feel as if i could disappear and no one would notice.,Distorted
i started to realize this only recently but since the beginning i found myself feeling more and more stressed and afraid to do something wrong and i start to feel less and less confident about myself.,Distorted
"i feel like i'm just being weak or pathetic because i cannot think of any reason for me to have depression, but whatever it is is really wearing me down, and making me very unproductive and unsocial.",Distorted
"he's never really dealt with his emotions about his past, although he is a sensitive guy and i know he has a lot of hurt inside him.",Distorted
i am making stupid errors and mistakes some of them life threatening because of my inability to cope and be able to focus on anything outside of my schedule.,Distorted
i have been dealing with my anxiety for years i never knew how to control the stupid mental illness.,Distorted
"where to start? my #1 problem right now is i seem to have a huge,massive, paralyzing fear of the mail & bills.",Distorted
"none of our fights are ever about one another, yet they can become so mean due to my anger.",Distorted
i have also have thoughts that i may have a psychosis disorder because i am extremely worried i may turn into a psycho and hurt someone which i know i don't want to do that.,Distorted
"what does it mean, when you are completely exhausted, but have no desire to go to sleep? i have searched everywhere, and no one seems to have posted something regarding this issue.",Distorted
my thoughts are always riddled with what is wrong with me? i question self worth and i loath my self because i'm not good enough.,Distorted
my dad wanted me to pull out but i insisted on going back because i knew i didn't fail for the reasons he thought i did.,Distorted
"my mother and i constantly fight, and i'm never the one to start it.",Distorted
i feel so awful about myself because i think it is inevitable that i feel i have done something to cause it.,Distorted
"i have tried to help her but she has to do it herself, if i try she just gets more angry.",Distorted
i've been prescribed antidepressants and anti psychotic but never took them cause my mom n older sister doesn't take me to get the message cause they think refuse to understand me.,Distorted
"however, if i am alone i become certain that i am a failure and will never be able to meet my standards.",Distorted
"my childhood, family, and friendships were and are normal, but i do not have emotional connections to anyone; if somebody 'close' to me died, i would only be concerned with how it would affect my own convenience.",Distorted
everyday we fight because i have something bad to say.,Distorted
"i've had this problem for quite a while now but, i'm too embarrassed to share it with anyone because i don't want anyone to think that i'm some kind of weird person.",Distorted
a lot of my relatives thought i should join the military but now i'm way too overweight and i honestly don't think i'd be able to handle the stress of being in the military anyway.,Distorted
should i divorce in hopes of feeling relief and new love? should i stay where i am because things are horrible and breaking up the family would be worse? i am terrified of making the wrong decision.,Distorted
"it's not like i have thought about marriage or anything like that, i understand that i'm only 21.",Distorted
she feels that the only way to get away from the hurt is to leave me.,Distorted
"i am still as lost as ever, desperate for guidance, please :( i have had bulimia/ednos since i was 14 (6 years) and have been through periods of severe self harm in order to cope with it.",Distorted
i'm very close to my boyfriend like he's my soul mate i get the urge to share everything with him but his behaviour triggers extreme anger in ways that scares myself.,Distorted
"if i'm in a rut or maybe stuck in traffic or in a situation where i'm not completely sure what to do, i freak out and get very frustrated and angry.",Distorted
"i'm a 34 year old male and for many years i went through phases where i was very hard on myself, no matter what i achieved, i would still tell myself that its not good enough and pretty much destroy any sort of ""good feelings"" that i assume come with such things.",Distorted
"he was completely psychotic in this time, he actually thought i was someone else and threatened to kill me.",Distorted
after we talk everything over he always says sorry he didn't mean it he was just angry and so on.,Distorted
i'm desperate for any advice!! please help a helpless confused soul before i lose my mind for good.,Distorted
"i'm so irritable all the time, just my family talking to me makes me angry.",Distorted
"i'm always unsure how to behave in different social situations, and worry about getting things wrong.",Distorted
"before my parents even taked to me or anyone told me, they send me to a psychologist and wanted to force me to go to a clinic, which meant a whole change of my live, id have to leave my home for a year, i was so shocked and even considerd killing myself.",Distorted
i do not feel welcome nor safe much at home.,Distorted
"but he said i didn't have to get him a present because he'd feel guilty because i'd be ""wasting money"" on a bad person.",Distorted
while i didn't have the worst childhood i prefer not to think about it.,Distorted
the worst one i have is lack of control over my anger.,Distorted
what should i do? my last year is next year and i want to focus on myself and my grades but it is difficult when society is in the way.,Distorted
i had a chronic feeling of emptiness it seems it will never go.,Distorted
"as i am getting older, it's only getting worse.",Distorted
to help me not only when i am feeling numb but if i am the slightest bit unfulfilled or worried in some way.,Distorted
"i have attempted suicide, because i am sick of life.",Distorted
"i, however, am done with him, but i feel guilty.",Distorted
i am an 18 yr old girl and i have recently been having trouble with self harm.,Distorted
"all i know is that whenever any random emotion has struck me, i'm quick to thinking about killing.",Distorted
"i get my schoolwork done when i have to, but i waste a lot of time writing poetry because it's the only place i express my thoughts.",Distorted
i have to put in more work then everyone else and its extremely stressful because i not partying or watching tv i just cant focus and get the information in.,Distorted
"i have suffered from depression for about 15 years, but right now i am experiencing symptoms i have never had before.",Distorted
this made me jealous of that person because i thought i was going to lose my fiancé.,Distorted
my mind never seems to drift away from over-analyzing any small part of my day that may be related to some sort of symptom of a disorder (such as overreacting to any thoughts that don't seem to be mine kind of thing).,Distorted
"what can i do? i am terribly scared for her! she has never been diagnosed with schizophrenia, but it's the only thing i can think of.",Distorted
i have full access to everything including phones etc so i know he isn't cheating.,Distorted
"i have problems with severe anxiety, i tend to feel more comfortable staying in by myself and so that i don't have to interact with others.",Distorted
i have never been good enough and it caused me to want to take out my anger on others.,Distorted
do you think it is possible to move on past this and be a family or do i just run for the hills? could it have been his state of mind at the time? i'm so confused whether or not to try to make this work.,Distorted
"i wanted to be a doctor but how can i with all these problems? my dreams were torn apart when i was 11, i don't know where i belong.",Distorted
"i know if i break up with him, i wont be able to move on but if i stay with him, i can't live with the fact that he doesn't even bother communicating with me.",Distorted
"my dad has always demanded so much of me that it ended up draining me and sending down a spiral of depression, ocd, eating disorders and suicidal thoughts.",Distorted
"when i think of quitting, i cry, because the thought of leaving all the nice people who work there makes me sad.",Distorted
he won't tell me specifically what i do (if it's me) that bothers him no matter how i ask.,Distorted
but he ignore me so my mom got his number from my phone and text him behind my back and i over reacted becuz i never got that close to a guy.,Distorted
do i have anxiety? and what can i do about it? i want to talk to people about it but i feel silly and childish.,Distorted
i know he enjoys sex with me but he can never seem to to last and if its not that he just doesn't want to be touched so attempting to even initiate something ends up making me feel completely rejected.,Distorted
i dont know why but i feel like i am going to die.,Distorted
"and he's either cruel to me to the point of my fighting back, or ignored anything i say completely.",Distorted
from a 16 year old girl in india: i am having lots of problems being with my father that i think of hurting him and that i will never have my own life.,Distorted
"my main question is ""how do i stop hating my step children?"" i can't control my anger every time they are even around.",Distorted
it became a toxic dance & my self-esteem suffered.,Distorted
"but i've told a few friends to fuck off or that i hate them, which i don't! i'm also sad so often of the time and i feel like nobody wants me around and that i'm worthless.",Distorted
"i feel as if the more i express myself, the more frightened i am to express myself, and i think it's all because of what i did when i was in middle school.",Distorted
is that normal to have thoughts and images pop up like that? my worst fear is that ill end up crazy or schizophrenic.,Distorted
i start to feel that the only way to get the feeling to stop is to hurt someone but i know it's wrong so i try to hold back.,Distorted
from a teen in switzerland: i want to live my life without all of the negative thoughts and worries.,Distorted
"but he's also expressed suicidal thoughts in the past in the context of never wanting to go back to prison, and he's become worn out and depressed in dealing with the system (frequent court hearings, probation officers, in-laws, etc.",Distorted
i feel like it's unacceptable to ignore someone at their worst as i was there for him at his worst.,Distorted
the thought of going to university at this point terrifies me as i am worrying that all of my problems will get worse and worse to the point that i can't cope anymore.,Distorted
and sometimes i remember events from my childhood -5 to 7 years old- and feel bad and worthless *as a kid.,Distorted
it's gotten to the point where i won't even help my mom cook because it always terrifies me when my mom cuts meat.,Distorted
"no, i am not going to suicide and never tried that but i kinda feel like it is going to be a traffic accident or someone will kill me.",Distorted
"i feel awful, inferior, useless and worthless.",Distorted
let me start by saying that i am an 18 years old hetero male and i am suffering from these thoughts for 2 years.,Distorted
i am going mad because since 13 i have only gotten maybe 10 hours of sleep a week.,Distorted
"i have never felt like this before and don't understand why i feel this way now, but a few things that he has said and done over the years has really stuck in my head and now that my daughter is becoming a woman i am worried.",Distorted
"i blow up at my children when they ask me to do something, i'm easily annoyed, its hard for me to have a gathering at my house because the anxiety gets too out of control if i have to make coffee, have snacks or even a conversation without getting up and walking around aimlessly to do something, i dont know what.",Distorted
"he's perhaps the only person that knows everything about me–i told him about my depression, he obviously knows about the prostitution–but he uses it against me when we have arguments.",Distorted
"i hated him more, because my mother died of giving birth and here he is having a new wife.",Distorted
from india: i have a bad relationship with my mother.,Distorted
the psychologist told me i was having problems because i was so unstablyouith living circumstances.,Distorted
i have to drown it out with music or podcasts to drown out my thoughts.,Distorted
also for the past 4 months i have started to have the worst anxiety ive ever experienced with having 3 panic attacks.,Distorted
"i used to be a volcano trying to erupt under ice, but now i'm a car that won't stop running, and the only thing that keeps me going is adrenaline.",Distorted
it's humiliating and is uncomfortable for everyone involved.,Distorted
i yell at my son that is 2years old and i hate myself for that cause he doesnt know better.,Distorted
"and now i'm here, failing the 9th grade, completely friendless, i'm on medications and i'm going to therapy but i still can't get my life together.",Distorted
the problem is he never wants to go anywhere with my children and me.,Distorted
"i don't recognize the voice, i think it's inner but it's affecting me sometimes in a bad way.",Distorted
i'm tired of crying about pointless things and never knowing what to do.,Distorted
"my siblings and i have always thought he was semi-unstable, but recently he's gotten much worse.",Distorted
i kept my feelings to myself because i didn't want my family to worry.,Distorted
"this may not sound like much but i feel so depressed and i try, i really do, i just don't know why i don't get things in return.",Distorted
"by hurting i mean only pinching, or slapping or scratching (basically anything that can make them suffer and cry a bit) but i don't feel any greater harm.",Distorted
my mother went through a terrible depression in her early 40's.,Non-distorted
it was my way of curbing my depressive episodes and the suicidal thoughts that never cease haunting me.,Distorted
i have noticed that my emotions are starting to ignore everything.,Distorted
i didn't know what to do because i feared i would lose my job and make things even worse.,Distorted
"i have also insulin resistance and tachycardia (they are aware), so i don't want to trouble them with something as big as depression and anxiety that may just be all up in my head and possibly not be true.",Distorted
"i feel like if im living in this house with someone who sees me a certain way and accuses me of being someone im not, the only way out is to kill myself.",Distorted
i have always been suicidal so i can't relate to him.,Distorted
"when i asked them about it, they said that they had: – a weird want to hurt people that they do not know.",Distorted
i have been diagnosed with major depression with psychosis truth is however i'm faking it because i am afraid to tell the truth which is i have no feelings toward people.,Distorted
i was devastated because i never ever thought something like this could happen.,Distorted
i grew up with my parents thinking i was lazy and had no motivation of doing anything but that wasn't the case they just didn't know that i was just hiding the way i was feeling from them because i knew they wouldn't understand.,Distorted
"well according to what my aunt said they knew eachother for only 2 months or so b4 they got married! the story started when i heard my mom sweet talking on the phone, i first panicked & when i asked her who it was she said juss a friend but i knew she was lying .",Distorted
starting from last year he's been undergoing ever more increasing depression.,Distorted
i haven't told no one because i know they will say i am stupid for doing it.,Distorted
"i had a very traumatic childhood being given up by my mum who couldn't look after me for her own mental problems which i still hate her for deep down, in and out of care all my life.",Distorted
this makes me sad because i don't want to be the cause of someone's unhappiness and i know i need help.,Distorted
"the problem i am having (which was also around before we got married) is that my wife continuously gets mad at me for reasons (in her perspective) that have to do with my not being caring enough, not understanding her, not being willing to listen to her.",Distorted
"he repeatedly punched and broke my dashboard in my vehicle while screaming ""shutup you stupid b*tch!!"" when i told him once that he should go easier on his father when they had a disagreement.",Distorted
"who am i? why the hell do i feel so disconnected from everything… including myself? i can't sleep at night because i can't shake these questions out of my mind… and when i do sleep, the same questions haunt me in my nightmares… i'm lost….",Distorted
"i see a therapist and i don't really think that is helping much, partly because i find it so difficult to talk to anyone about this stuff let alone people i don't know very well and because i find it hard to expresses the such strong feelings of sadness, self hatred and guilt that i feel.",Distorted
"to clarify it's nothing sexual, i don't engage in that sort of behavior, and i still feel unhappy over negative attention- but i enjoy that feeling of unhappiness.",Distorted
