sentence,response,label
you will either be okay with a religious therapist or you will not be okay with it.,distorted,non-distorted
getting a second opinion is always a wise idea.,non-distorted,non-distorted
"while every age has its challenges, longitudinal research shows that if you are dynamic when you are young, if you have a good temperament earlier in life, you will tend to be dynamic with a good temperament in later years.",non-distorted,non-distorted
"that ""caring"" often is the best predictor of a successful therapeutic outcome.",non-distorted,non-distorted
"with regard to what your friends say, it would been helpful to have had specific examples of why they think you lack emotion.",non-distorted,non-distorted
"in your case, it means doing worthwhile things that only you know about.",non-distorted,non-distorted
the best way to combat anxiety is to be sure that your thoughts are true.,non-distorted,distorted
let them know you are doing everything you can to be helpful and ask for suggestions and support.,non-distorted,non-distorted
do your best to convince her to begin treatment as soon as possible.,non-distorted,non-distorted
we as a society have asked them to do a job for us and we should be grateful and fully supportive of those who have chosen to serve us.,non-distorted,non-distorted
"you are smart, insightful and young — all promising criteria for benefitting from therapy.",non-distorted,non-distorted
"most people in new relationships want to spend all their time together but as we mature and feel more secure in our relationship, time apart is quite normal for most couples.",non-distorted,non-distorted
the real world can be just as interesting and exciting as a fantasy game if you know how to play in it.,non-distorted,non-distorted
"the best way to find the right therapist is to call at least four or five and ask them various questions, including:choose the therapist who you feel most comfortable with and schedule an appointment.",non-distorted,non-distorted
your therapist only knows what you choose to share.,non-distorted,non-distorted
all you can be is a caring adult.,distorted,distorted
the one you like the most will probably be your best choice.,non-distorted,non-distorted
good friends are the best medicine for a disappointing family.,distorted,non-distorted
it is a brave thing to write and ask for help with something.,non-distorted,non-distorted
family therapy could be very beneficial because it involves all members of the family learning new communication and interaction skills.,non-distorted,non-distorted
"as for who to consult: since ocd is a general problem, a therapist might be your best bet.",non-distorted,non-distorted
"ideally, there is room for everyone to have good relationships with everyone else while putting emphasis on creating a safe and secure environment for the children.",non-distorted,non-distorted
"people on social media often appear to be living perfect, trouble-free lives but that is far from the truth.",non-distorted,non-distorted
"if not, all you can do is calmly share your concerns and offer to help when people are ready to accept it.",non-distorted,non-distorted
"her psychological theory might be worthy of exploration, but you should consider consulting a urologist.",non-distorted,non-distorted
"he needs professional help, now more than ever.",non-distorted,non-distorted
"a: in my opinion, the best dream interpretations come from the dreamer themselves.",non-distorted,non-distorted
honesty is the best policy.,non-distorted,non-distorted
the best therapist will be the one who helps you feel better with each session.,non-distorted,non-distorted
it is a very informative and well written book.,non-distorted,non-distorted
"not everyone who is friendly and seemingly concerned, is a friend.",non-distorted,non-distorted
they would be in the best position to know since they are experts.,non-distorted,non-distorted
"finally, there are medical conditions that can be underneath all this and a neurologist may be the best professional to help.",non-distorted,non-distorted
it is a good habit to develop early in the relationship.,non-distorted,non-distorted
your energies should be aimed completely at improving your life situation.,non-distorted,non-distorted
"based on what you shared, i encourage you to take a big step back and to think about if he is a man you would choose now.",non-distorted,non-distorted
even if it is a peer support group i think having something regular would be terrific.,non-distorted,non-distorted
"in the meantime, reach out and do your best to surround yourself with positive people.",non-distorted,non-distorted
"and as corny as it sounds i believe in the sage advice that ""in order for someone else to love us, we must first learn to love ourself.",non-distorted,non-distorted
do this in as loving a way as you know how.,non-distorted,non-distorted
focus your energy on your health and do all you can to be an active part of your treatment team.,non-distorted,non-distorted
choose the one you feel you connect with the best and meet with them in person.,non-distorted,non-distorted
your letter also shows me that you think hard about things and that you would do well in the give and take of an honest conversation with a therapist.,non-distorted,non-distorted
you and the therapist will decide the best way to help you.,non-distorted,non-distorted
this should also strengthen your bond with the person as it gives you a chance to express your gratitude.,non-distorted,non-distorted
"the more he knows about your case, the better he can help you.",non-distorted,non-distorted
it is a great asset to both you and your husband.,non-distorted,non-distorted
i would encourage you to research all of your diagnoses.,non-distorted,non-distorted
"if you were focused on your child instead of on who does what or differences in opinion about what is best for him, the two of you would be able to negotiate getting him to games and practices, regardless of who he is staying with at the time.",non-distorted,non-distorted
our dreams are a way we think in pictures.,non-distorted,non-distorted
"changing the way you think will take time but with continued focus, dedication and practice, you can likely succeed.",non-distorted,non-distorted
"when someone does the best that they can for you but still fails, you owe them your gratitude and thanks.",non-distorted,non-distorted
i would agree that it is good for a family member to sacrifice their happiness for other members of the family but that is only true when every other family member is willing to sacrifice their personal happiness.,distorted,non-distorted
try to make the best of your living situation.,non-distorted,non-distorted
"a therapist could gather the necessary information to objectively evaluate your situation, and assist you in making the best possible decision about how to proceed.",non-distorted,non-distorted
all you can do is let them know that you love them both and that you want the family to stay together.,non-distorted,non-distorted
you both love your daughter and have the best interests of the little girl at heart.,non-distorted,non-distorted
the first time we fall in love with someone is always special and you can keep the memories forever.,non-distorted,non-distorted
you may find that there is more help out there than you think.,non-distorted,non-distorted
it is not at all unusual for an individual to see several counselors before finding someone they feel comfortable with.,non-distorted,non-distorted
"as you said, your mom is tired because she is doing her best to support you.",non-distorted,non-distorted
she is an able-bodied individual and it is her responsibility to support herself and her family.,non-distorted,non-distorted
good for you! all things are possible — including reinventing yourself.,non-distorted,non-distorted
that will likely be your best choice.,non-distorted,non-distorted
"if you are willing and if you think it would be beneficial, offer to attend the evaluation with him.",non-distorted,non-distorted
until then you may want to try to repair your relationship and open up to your best friend for support.,non-distorted,non-distorted
expand your search for friends beyond those only in your spatial proximity.,non-distorted,non-distorted
"given their proximity, they are in the best position to help her.",non-distorted,non-distorted
to best help your mother you need to educate yourself on what she may be eligible for and what resources are available.,non-distorted,non-distorted
it is important that all relationships are balanced.,non-distorted,non-distorted
they would be in the best position to help you.,non-distorted,non-distorted
i encourage you to stick with your therapy and to be as honest as you know how with your therapist.,non-distorted,non-distorted
"everything you have said about your passion for storytelling indicates that you are more whole, integrated, and happy when you are creating.",non-distorted,non-distorted
"as you pointed out, he got you help only when he was told by someone else that you needed it.",non-distorted,non-distorted
you are at an age that peers have a huge impact on your daily life.,non-distorted,non-distorted
"on the one hand, you know how to get along with people and are apparently well-liked.",non-distorted,non-distorted
"yes, it would be in your best interest to seek help.",non-distorted,non-distorted
now please be your own best friend and contact people locally who can give you the help you need.,non-distorted,non-distorted
"on the one hand, it feels great to be in love with your best friend.",non-distorted,non-distorted
"but, as the saying says, not all of the people we meet and like will be lifetime friends.",non-distorted,non-distorted
"how would you feel if you or your mother or sister was attacked by someone much bigger and stronger? every religion, every nation sees such acts as reprehensible and beneath the dignity of humanity.",non-distorted,non-distorted
a good evaluation will provide information for everyone to think about.,non-distorted,non-distorted
he will only develop the social skills and network of supportive friends everyone needs to be successful in life by being around people and working at making and maintaining friendships.,non-distorted,non-distorted
but i think you need to listen to the people who know you well and who are doing their best to help you.,non-distorted,non-distorted
you could all probably use some support as well as some guidance about how best to be helpful.,non-distorted,non-distorted
"while doing something different is always valuable, to consider doing something different that allows you to use your strengths is even better.",non-distorted,non-distorted
the two of you – together – need to decide what is in the best interests of your child.,non-distorted,non-distorted
being with other people is what gives us all comfort and helps us grow.,non-distorted,non-distorted
it makes perfect sense that you would consider therapy at this point your life.,non-distorted,non-distorted
"to know what these dreams mean, i would have to talk in-depth with you about various aspects of your life.",non-distorted,non-distorted
my best suggestion for you is that you support your boyfriend in his efforts to include his child in your family life.,non-distorted,non-distorted
"in my opinion, you two should enjoy your love and spend as much quality time together as you can.",non-distorted,non-distorted
what you should do is follow the advice of the sensible part of you that got you to write to us and that knows you need some help.,non-distorted,non-distorted
we all look to the people who are supposed to love us to give us support and love.,non-distorted,non-distorted
"love her as best you can for who she is, and stop trying to change her or the relationship.",non-distorted,non-distorted
your family needs help to understand how best to help her.,non-distorted,non-distorted
"then ask for his support as you focus on settling your own issues so that the two of you, and your children, can enjoy the loving family that is possible for all of you.",non-distorted,non-distorted
i would suggest coming up with a mutually agreeable time to have a weekly house meeting so that everyone can touch base about how things are going.,non-distorted,non-distorted
it is always great to hear positive stories from our readers.,non-distorted,non-distorted
all you can see is your love for your boyfriend.,distorted,non-distorted
love can only come from within a relationship.,distorted,non-distorted
"you should keep all of the follow up appointments and get the help you need to live a more productive, efficient and more stress free life.",non-distorted,non-distorted
"if you know your own strengths and play to them, you are more likely to succeed.",non-distorted,non-distorted
not everyone evokes the same feelings in the therapist because the nature of being human is that we have socio-dynamic energy (our chemistry or vibe) and the strength of attraction to people differs from positive to neutral to negative.,non-distorted,non-distorted
"it is always in an individual's best interest to do their own research regarding their condition, no matter how great or well-respected their treatment provider may be.",non-distorted,non-distorted
all you can do is the best you can do.,non-distorted,non-distorted
so far you have done all the right things in gathering information: you have been reflective of your own behavior; have taken multiple tests; and have now written us here–all good steps.,non-distorted,non-distorted
nothing is stopping you from making a wonderful circle of friends.,non-distorted,non-distorted
ask those who know you well what they think are directions for you to take.,non-distorted,non-distorted
a doctor can only help you fix what you tell him about.,non-distorted,non-distorted
"regarding the latter, google ""nami"" and you should find information about both their national organization and their local support groups.",non-distorted,non-distorted
just tell her that you know it is hard for her and that you appreciate whatever support she can offer during this difficult time of transition.,non-distorted,non-distorted
a therapist can help you to decide what is best for you and assist you in navigating the tumultuous relationship with your father.,non-distorted,non-distorted
"generally speaking, you should feel a little better after each session.",non-distorted,non-distorted
"at only 25, you have a house, a 3-year-old child he has been helping to parent and another on the way.",non-distorted,non-distorted
"in any event, learning a new way of interacting her may be the best approach to this problem.",non-distorted,non-distorted
the very good news in your letter is that you have a lot going for you – if you would only learn to use it.,distorted,non-distorted
i applaud you for all the hard work you have ever done and i celebrate with you the fact that you have found a loving supportive partner.,non-distorted,non-distorted
study after study shows that the combination of medicine and psychotherapy is the best way to facilitate change.,non-distorted,non-distorted
you need all the support you can get.,non-distorted,non-distorted
"the therapist will help you explore the intricacies of your relationship, examine the problems and help you to determine the best solution.",non-distorted,non-distorted
talk to your guidance counselor about the best approach.,non-distorted,non-distorted
i think the best thing you can do right now is to focus your energy on making friends and building up a support network for you here.,non-distorted,non-distorted
"i could make lots of educated guesses and list lots of relevant diagnoses, but the only way for you to truly understand your boyfriend is to talk to him.",non-distorted,non-distorted
the only way you will know is to have a calm discussion with her about where your relationship is going.,non-distorted,non-distorted
it is important to appropriately value yourself in all situations.,non-distorted,non-distorted
it is a sign that the individual needs help.,non-distorted,non-distorted
"if you get really engaged in that activity, chances are that friendships will naturally evolve — especially since you know how to make other people laugh.",non-distorted,non-distorted
he or she would be in the best position to answer your questions.,non-distorted,non-distorted
"if you want to take control, the best way to go about it is with others who are engaged in the same project.",non-distorted,non-distorted
"do you find yourself having a better time with people or alone? learning something new or trying something new? this reflective experience can give you some insight into not only what you are feeling, but what may be the causes.",non-distorted,non-distorted
"if he is capable of engaging in friendship-type relationships, then he should be capable of other types of interpersonal relationships.",distorted,non-distorted
"on the one hand, you may have the imagination and talent for writing fiction but that is only useful if you learn the self-discipline to control it.",non-distorted,non-distorted
she knows you will be okay.,non-distorted,non-distorted
your parents love you and want what is best for you.,non-distorted,non-distorted
i admire your courage in asking for feedback — that is a sure sign of your growth!your reaction to your boyfriend encouraging you to take care of yourself more because he cares about you puts him in a bit of a double-bind.,non-distorted,non-distorted
that is a normal part of human growth and development.,non-distorted,non-distorted
see a psychologist if (and only if) the reports of a full work up by the medical specialists show that you are medically fine.,non-distorted,non-distorted
"he said ""living well is the best revenge.",non-distorted,non-distorted
"the key in this is to be as calm, caring, and supportive as you know how to be — no matter what she says.",non-distorted,non-distorted
"ask if  you should transfer to a family therapist so that you, your sister, and your mother can work on creating a more peaceful home during your teen years.",non-distorted,non-distorted
"from your story, it seems that you are doing all the work to make this relationship even happen, much less happy.",distorted,non-distorted
"offer your moral support, but its best to try to focus on your own life.",non-distorted,non-distorted
"but i also congratulate you for having had the good fortune of having had someone so wonderful in your life, every day, for more than 30 years.",non-distorted,non-distorted
that is a simple scientifically proven and accepted fact.,non-distorted,non-distorted
"from what you shared, it seems to me that your helpers are doing their best to be honest as well as encouraging.",non-distorted,non-distorted
your family deserves to have the loving wife and mother they know you to be.,non-distorted,non-distorted
ask him for some help with something he knows about.,non-distorted,non-distorted
"no one besides you and your parents need to know about  your treatment, but please talk to your parents soon about getting professional help.",non-distorted,non-distorted
but i feel strongly that you can ameliorate the reactions you are having by investing in activities of self-growth and well-being.,non-distorted,non-distorted
other writers have emphasized that the only true way to positive self-esteem is to do good in the world.,distorted,non-distorted
"i think you need to do two things: first, please make an appointment with your doctor for a complete medical check up.",non-distorted,non-distorted
"the simple answer to your question is, yes, you should see a therapist.",non-distorted,non-distorted
"i would let your mom know that you understand she has your best interest in her heart and that she is trying to protect you, and that is a good thing for a parent to want to do.",non-distorted,non-distorted
"i liked creative writing, but also never thought about making a living as a writer.",non-distorted,non-distorted
he or she knows you well and can provide the support and guidance you need.,non-distorted,non-distorted
"once you know your personal character strengths, you can build on them to improve your outlook and your life.",non-distorted,non-distorted
"it works something like this: after she has said something hurtful, you ask a question: ""when you say things like that, do you ever wonder what it might be like for me to hear?""the second part of this depends on you, and what you feel is appropriate.",non-distorted,non-distorted
your main priority should be keeping yourself and your family safe.,non-distorted,non-distorted
"whenever possible, kindness and love should prevail.",non-distorted,non-distorted
"although i generally support the notion of ""our house, our rules,"" there has to be some realistic compromises.",non-distorted,non-distorted
"when people look for a surgeon, they look for the best or the one who is recommended the most.",non-distorted,non-distorted
and you need all the help from you you can get.,non-distorted,non-distorted
"did they do testing, and did they give you a diagnosis of adhd? did they have anything else they discovered with testing, or did teachers say that you have a learning disability in math, reading and writing? you are pretty good at writing, so i would have to wonder what the tests showed.",non-distorted,non-distorted
"at 19 years old, you are only beginning your exploration.",non-distorted,non-distorted
one of the most important messages of the positive psychology movement is that we can change how we think and we can learn new ways to inject positivity into our lives.,non-distorted,non-distorted
you can then look at what treatment options might be best.,non-distorted,non-distorted
writing is also a great stress reliever; one of the best according to many studies.,non-distorted,non-distorted
"he said, ""living well is the best revenge.",non-distorted,non-distorted
this will help you think about progress you have made and will jump-start your next chapter of treatment.,non-distorted,non-distorted
"if it is a side effect of the latuda, you will need to evaluate whether the benefit you are getting from it is worth the discomfort.",non-distorted,non-distorted
"perhaps a little insight can be garnered but any real, significant, substantial help, can only come through adequate therapy.",non-distorted,non-distorted
thank you for being so brave to explain all the statistical reactions.,non-distorted,non-distorted
your friend should be doing all that she can to help herself and that includes seeking out and accepting helpful advice and answers.,non-distorted,non-distorted
"a treatment plan should include two basic parts: the first part to deal with the symptoms, and the second part to find a way to highlight your strengths and develop your skills.",non-distorted,non-distorted
the best way to find supportive and friendly people is to be one.,non-distorted,non-distorted
"although almost all teens go through a period of being overly concerned about how other people see them, when it becomes this regular and this intense, you may need some help to work it through.",non-distorted,non-distorted
this can be best accomplished by seeing a therapist.,non-distorted,non-distorted
"it is very normal for there to be a great deal of sexual ""electricity"" in the early stages of a relationship, and then for it to wane a little as time goes on — especially since you were initially only looking for a physical relationship and now you are looking for more.",non-distorted,non-distorted
"ideally, you should work with a therapist who can support and guide you through this process.",non-distorted,non-distorted
"once you know what you are dealing with, you can develop strategies to better manage your life.",non-distorted,non-distorted
a therapist could help you determine the best way to approach your grandson.,non-distorted,non-distorted
clearly you think you are old enough to be a mother (you even listed motherhood as your occupation.,distorted,non-distorted
a second opinion could provide you and your family with the much needed information about how best to proceed.,non-distorted,non-distorted
the only way for them to understand is for you to be very honest.,non-distorted,non-distorted
here she will be in a good position to help determine what tests and which professionals may be best to help.,non-distorted,non-distorted
"have you ever heard the phrase ""the best we can do is our best?"" all you can do is study hard and make good choices and feel confident that you have done your best.",non-distorted,non-distorted
"your children need both of you to be mature, responsible and loving toward each other and towards all of them.",non-distorted,non-distorted
it sounds to me like you are doing everything you know how to do to be helpful.,non-distorted,non-distorted
he has responsibility to do everything he can to make a home for them and care for them.,non-distorted,non-distorted
what i most want you to know is that we all are given strengths and challenges.,non-distorted,non-distorted
the meetings are free (you can donate if you want) they are widely available and have some of the best practices for rebuilding your life in the ways you want.,non-distorted,non-distorted
a counselor will not only evaluate you for a diagnosis but will also make suggestions for what you can do to feel better.,non-distorted,non-distorted
cultivating good relationships is the best investment of your time and energy.,non-distorted,non-distorted
it takes a huge amount of courage to reach out for some answers and help.,non-distorted,non-distorted
"when you know what you are dealing with, you and your parents can make informed decisions about what to do to make life a bit easier for you to manage.",non-distorted,non-distorted
do your best to encourage him to follow the orders of his treating professionals.,non-distorted,non-distorted
it does sound like you have taken all the right steps to get a balanced life and are doing what you can to cope.,non-distorted,non-distorted
all of you have loved and nurtured this baby for this important first year.,non-distorted,non-distorted
"so, it is a real condition that you can get help with.",non-distorted,non-distorted
your therapist would be in the best position to answer your question.,non-distorted,non-distorted
the best cure and quickest? find somebody else to love.,distorted,non-distorted
it is a good start.,non-distorted,non-distorted
it is more than enough — and it is a sign of great courage to acknowledge how you feel and ask for help with that feeling.,non-distorted,non-distorted
"if that is a possible explanation and you want to be her friend, she would need you to reassure her that you want to only be her friend, not her lover.",non-distorted,non-distorted
honesty would be best but be prepared for them not to fully understand.,non-distorted,non-distorted
"if this is something that you wish to explore more thoroughly, you should consider seeing a therapist.",non-distorted,non-distorted
let yourself get very quiet and still and ask yourself what your best instincts tell you.,non-distorted,non-distorted
"take the best qualities of what you see in him, and keep these as a gps destination when you start dating.",non-distorted,non-distorted
your natural instinct to write this down and ask for help is probably the best thing you can do.,non-distorted,non-distorted
the information that you garner from this phone call should help get you started.,non-distorted,non-distorted
whether your reaction is an overreaction or the appropriate reaction is best determined by an objective third-party.,non-distorted,non-distorted
"it was the right thing to do and now that you know that professional help would benefit you, ask your parents for their assistance.",non-distorted,non-distorted
"meanwhile, do everything you can to demonstrate to your folks that you are a responsible person who makes good decisions.",non-distorted,non-distorted
the way we are raised certainly has a strong influence on all of us.,non-distorted,non-distorted
this makes you a perfect candidate for therapy.,non-distorted,non-distorted
you are a perfect candidate for psychotherapy.,non-distorted,non-distorted
facebook and even craigslist as well as networking with friends and with your doctors can help you form a group of like-minded people of all abilities.,non-distorted,non-distorted
"you are the only one who can change this, and you are worth it.",non-distorted,non-distorted
you all did a great job at the outset.,non-distorted,non-distorted
a: i think you have basically answered your own question by simply stating that you would like to better understand what he thinks and feels about this topic.,non-distorted,non-distorted
take your time until you can be as clear and strong about your discoveries as you know how to be.,non-distorted,non-distorted
all you can do is love her and be there when she finally comes to her senses.,non-distorted,non-distorted
"but if he is truly wanting to take a break from the relationship, the best thing you can do is take some distance for yourself.",non-distorted,non-distorted
"right now taking care of yourself, going to work or school and starting your journey is the best thing you can do for you — and for her.",non-distorted,non-distorted
the best person to discuss this with is the therapist who has already helped you so much.,non-distorted,non-distorted
work on being grateful that you have a wonderful family and a wife who maintains the connections among all its members.,non-distorted,non-distorted
do your best to move on with your life.,non-distorted,non-distorted
everyone is attractive in their own way.,non-distorted,non-distorted
their services are free and typically available in every community.,non-distorted,non-distorted
you will have the opportunity to interact with people in a safe place where everyone is working on their issues.,non-distorted,non-distorted
helping her get some professional help or a support group near where she lives would be best.,non-distorted,non-distorted
you know best what feels most helpful to you.,non-distorted,non-distorted
"if they know you love them and feel connected to the family in profound ways, your parents are more likely to be accepting as you work to find yourself.",non-distorted,non-distorted
"love is emotion, perhaps the most powerful and meaningful of all emotions.",non-distorted,non-distorted
"of course you can speak to her about the virtues of being kind to others and that there is a time and a place for everything, including speaking up or holding your tongue, and so forth.",non-distorted,non-distorted
"with the guidance of the therapist, you will not only learn some new skills, but you will have the opportunity to rehearse them with group members before you take them out into the world.",non-distorted,non-distorted
com for help choosing the best one.,non-distorted,non-distorted
"all of us have a memory of what we think we look like but sometimes, when we catch a glimpse of our reflection in an unfamiliar environment, we are surprised because it does not match our memory.",non-distorted,non-distorted
i suggest that you go back to the therapist and discuss how best to do that.,non-distorted,non-distorted
"a six-year relationship where you loved deeply is worth grieving, regardless of what your ex has to say about it.",non-distorted,non-distorted
the best thing you can do now is find a way to get better so that you can enjoy the rest of your years.,non-distorted,non-distorted
the best way to find out more is to talk to a professional.,non-distorted,non-distorted
"in a positive complementary relationship, each person's behaviors ""complement"" or support the other's in the best interests of the relationship.",non-distorted,non-distorted
what i can do is let you know that your experience is real and that you need help learning how to deal with it.,non-distorted,non-distorted
"it will obviously take some time and effort, but getting your grandmother the help she needs to find a peaceful solution will benefit everyone involved.",non-distorted,non-distorted
"the more detailed information you can provide during your evaluation, the easier it will to determine the best treatment.",non-distorted,non-distorted
one last thing: you wrote at the end of your letter that you know you need help.,non-distorted,non-distorted
"if he is a senior in high school, he may have the maturity level to see the bigger picture and support you in doing what is best for you.",non-distorted,non-distorted
meeting new people and learning new thing sis the best way to do this.,non-distorted,non-distorted
i would encourage you to get all of the help you can.,non-distorted,non-distorted
a few minutes reading to her most nights or coloring with her or just chatting and snuggling will put more into her emotional bank than any candy bar ever could.,non-distorted,non-distorted
it is a matter of learning effective problem-solving strategies and developing life skills.,non-distorted,non-distorted
"since you have previously been in the hospital, they might be in the best position to help, they know your case.",non-distorted,non-distorted
you are doing your best to take responsibility and to take charge of yourself.,non-distorted,non-distorted
you can ask your mother if you can all go to family therapy to work out the differences in a safe environment with the help of a trained professional.,non-distorted,non-distorted
your question can be best answered by your specific therapist when you meet with him or her.,non-distorted,non-distorted
do your best to encourage them to seek help.,non-distorted,non-distorted
why not talk these suggestions over with your son and see what he thinks might be more helpful?i wish you well.,non-distorted,non-distorted
"from their point of view, you have opportunities that other people can only dream about.",non-distorted,non-distorted
"as you enter your teens, it is a good time to do this work.",non-distorted,non-distorted
"exercise, meditation and so forth, could all be helpful.",non-distorted,non-distorted
choose the ones you like the best over the phone and meet them in person.,non-distorted,non-distorted
faith in god can greatly enhance one's life and personal well-being but after all god created many therapists of various kinds.,non-distorted,non-distorted
"as difficult as it may be, it might be best to keep your distance from them.",non-distorted,non-distorted
why not get started on something that you know have direct value in your life.,non-distorted,non-distorted
i am proud of you for still being a virgin and waiting until everything is right before you share that with someone.,non-distorted,non-distorted
the very best thing you can do with your boyfriend and father of your child is to be honest with him and tell him of your concerns.,non-distorted,non-distorted
"at best, you may learn how to be more effective in your marriage.",non-distorted,non-distorted
"it might be best to choose a professional who specializes in working with teens, preferably teenage boys.",non-distorted,non-distorted
"generally speaking, the best approach is to be honest and sincere.",non-distorted,non-distorted
at the gym they have a trained professional helping them to perfect their body.,non-distorted,non-distorted
the best way to help him is to suggest that he seek professional help.,non-distorted,non-distorted
"your concern, effort and desire should all be aimed at gaining the education that you have chosen.",non-distorted,non-distorted
"in the meantime, try your best to focus on the good moments.",non-distorted,non-distorted
in every relationship it is important to be realistic.,non-distorted,non-distorted
"i can only assure you that it would be a mistake to land on an ""answer"" without doing some exploration with a professional who has the ability to get to know you and to explore your questions with the attention and support you deserve.",non-distorted,non-distorted
"the best ways to find a therapist are to get a referral from someone you trust, such as a like-minded friend who has been to the person themselves, or to read up on the therapist before you ever make an appointment.",non-distorted,non-distorted
"inquire about their successes with past clients, how they think they could help you and choose the one with whom you feel the most comfortable.",non-distorted,non-distorted
it sounds to me like the best effort would be to start experimenting with the things you like.,non-distorted,non-distorted
everyone wants to be special in some way.,non-distorted,non-distorted
"if you think you are attractive and worth loving, you will draw someone to you who will love you like you deserve.",non-distorted,non-distorted
"from your description, it sounds like neither your cousin nor your aunt are doing that positive work.",distorted,non-distorted
do your best to sustain the happy times.,non-distorted,non-distorted
the best way to help your son is to facilitate his consulting a mental health professional.,non-distorted,non-distorted
"to give you the best possible advice, i would need both sides of the story.",non-distorted,non-distorted
"the key here is for you and your parents to be working together for your best interest, improving communication with each other, and testing out ways to help.",non-distorted,non-distorted
"most people, including most therapists, are doing the best they can to live with integrity and gratitude.",non-distorted,non-distorted
you know your mother best.,non-distorted,non-distorted
"first of all, your friend is lucky to have such a mature and concerned friend like you.",non-distorted,non-distorted
life is real – and less than perfect.,non-distorted,non-distorted
"as the physician may only be looking at this through the physical and medical lens, you may want to have a therapy session with a clinical psychologist who can help explore through testing and therapy what may have been going on during that time in your life.",non-distorted,non-distorted
to give you the best answer i would need to interview you.,non-distorted,non-distorted
it is a sign that you want to make your life better.,non-distorted,non-distorted
set aside an hour or two a day to perfect your drawing skills.,non-distorted,non-distorted
the find help tab at the top of the page should help you find a local therapist in your area.,non-distorted,non-distorted
"no one comes into the world antisocial, proud or otherwise.",non-distorted,non-distorted
it is a skill that you can learn with practice and professional help.,non-distorted,non-distorted
the love and support of family and friends can make a major difference in getting someone through a tragedy.,non-distorted,non-distorted
ask your doctor if she or he knows of any services as well.,non-distorted,non-distorted
telling a medical professional who has had training in how to help is the best thing you can do for yourself right now.,non-distorted,non-distorted
you deserve a better life but only you can make it happen.,non-distorted,non-distorted
the best solution is to seek treatment.,non-distorted,non-distorted
"sometimes a wise grandmother is the best ""doctor"" for a new mom.",non-distorted,non-distorted
the best way through it is honest communication.,non-distorted,non-distorted
sometime the best thing we can do is show our love and kindness for others.,non-distorted,non-distorted
psychotherapy works best when people are open to receiving help.,non-distorted,non-distorted
yet at 17 i think you should give yourself a chance to realize a bit more of your own dreams and goals and needs.,non-distorted,non-distorted
i would get the counsel of family and the experts at the hospital so you and your girlfriend can make the best decisions possible.,non-distorted,non-distorted
"a: as helpful as online quizzes and educational websites can be, the only way to get a definitive diagnosis is to see a mental health professional in person for an evaluation.",non-distorted,non-distorted
"as far as i can tell, you have done nothing wrong.",non-distorted,non-distorted
creating a good working relationship now will make that go well for everyone.,non-distorted,non-distorted
i suggest that this is a question you should explore further with a therapist if you feel comfortable doing so.,non-distorted,non-distorted
"remember, the more personal information you share with others, the more others will have to use against you.",distorted,non-distorted
your best help can come from your teachers.,non-distorted,non-distorted
"if you know of any adult he is even a little close to, it would be a kindness to let that person know that your bf needs some comfort and support.",non-distorted,non-distorted
you can only help him by pointing that out and perhaps being a sympathetic ear and support as he goes through the process.,non-distorted,non-distorted
schedule part of every day to be productive and you will both make a contribution and feel better about yourself.,non-distorted,non-distorted
"ideally, it would be best if your brother went to therapy.",non-distorted,non-distorted
the fact that you finally found a therapist that you are only now beginning to trust should be considered a major accomplishment.,non-distorted,non-distorted
group therapy brings all of the features of the symptoms into play — and then give the facilitator a chance to help ameliorate them through interaction with other members.,non-distorted,non-distorted
"look at all of the people, people who seem to have it all, rich and admired, famous and respected, who have committed suicide.",distorted,non-distorted
please keep in mind that i can only speculate about your condition.,non-distorted,non-distorted
whether or not your new symptom is associated with psychosis could only be determined by a thorough psychological evaluation.,non-distorted,non-distorted
we all would benefit from a good support system.,non-distorted,non-distorted
they would be in the best position to help.,non-distorted,non-distorted
"your therapist needs ""all the pieces"" to understand what might be wrong and to give you the best advice.",non-distorted,non-distorted
"as i stated, her peer relationships may be the best vehicle for change.",non-distorted,non-distorted
it's true that everyone comes with some wonderful qualities and some not so wonderful qualities.,non-distorted,non-distorted
the goal is to come up with a plan for change and talking with her about those possibilities is your best first step.,non-distorted,non-distorted
"sadly, i must break with all convention and tell you that your parents did indeed have sex and did so with gusto and relish, just as you and your friends do, and children have always and always will engage in childish forms of sexual exploration.",non-distorted,non-distorted
"i appreciate the dynamics of your relationship, and i think the emphasis has to be on long term.",non-distorted,non-distorted
take care of your body and take time every day to think hard about all the positive things in your life.,non-distorted,non-distorted
love him as best you can.,non-distorted,non-distorted
i can only comment on the psychological components of this as it sounds like there may be a legal consequences as well.,non-distorted,non-distorted
"based upon the information you provided, it seems to be the best diagnostic fit, but your diagnosing physicians would be in the best position to know since they interviewed you in person and collected an extensive personal history.",non-distorted,non-distorted
you moved and then found out together that the city was best for both of you.,non-distorted,non-distorted
then change the subject to something you all enjoy.,non-distorted,non-distorted
"not only will it help you clarify your feelings and boundaries, but also help you gain valuable insight into yourself.",non-distorted,non-distorted
"if you feel that an injustice is being done to the driver of the car, in the social media, then you should feel free to post your honest and sincerely felt comments.",non-distorted,non-distorted
you might try on a dozen pair but only one fits in such a fine way that you take it home.,non-distorted,non-distorted
"when choosing a therapist, it's best to meet with at least four or five.",non-distorted,non-distorted
discuss your options with your family and try to determine the best approach.,non-distorted,non-distorted
